Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Male,16+ yrs,,,2020/21,31.18497,30.84542,31.52799,30.67127,31.71884,,71787,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Female,16+ yrs,,,2020/21,38.35383,38.0328,38.67551,37.82738,38.86777,,91024,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,85+ yrs,,,2020/21,35.79859,34.17117,37.48011,33.18486,38.5301,,3143,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,25-34 yrs,,,2020/21,26.93797,26.33794,27.55273,25.95055,27.94013,,20909,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,35-44 yrs,,,2020/21,29.4436,28.87021,30.00845,28.55647,30.3463,,24863,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,45-54 yrs,,,2020/21,33.78938,33.22423,34.35615,32.91567,34.67573,,27215,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,55-64 yrs,,,2020/21,37.86971,37.33727,38.40953,37.01338,38.70197,,31802,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,65-74 yrs,,,2020/21,46.69234,46.1434,47.24591,45.79427,47.55285,,30934,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,,,2020/21,34.87023,34.64114,35.10633,34.5377,35.24465,,163378,,,Not compared,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Working status,Inactive,2020/21,43.68086,43.2711,44.09156,43.05924,44.31957,,55700,,,Better,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Working status,Unemployed,2020/21,22.3115,21.12086,23.47427,20.48261,24.19228,,5014,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Working status,Working,2020/21,32.3867,32.08553,32.6901,31.90037,32.88307,,89651,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Disability,Disabled,2020/21,32.26917,31.72858,32.81128,31.48683,33.12452,,29371,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Disability,Not disabled,2020/21,35.76598,35.50002,36.03055,35.34119,36.15442,,125921,,,Better,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,White British,2020/21,36.55841,36.29466,36.81382,36.16653,36.95441,,136571,,,Better,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,White Other,2020/21,34.21737,33.28333,35.1913,32.69741,35.69225,,9383,,,Similar,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,Asian,2020/21,22.62256,21.64372,23.60872,21.09867,24.0964,,6972,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,Black,2020/21,21.52824,19.86063,23.25784,18.85884,24.21607,,2296,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,Chinese,2020/21,30.3302,27.56707,33.11748,25.90185,34.41258,,1081,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,Mixed,2020/21,31.45507,29.49977,33.42683,28.23749,34.3619,,2139,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Ethnic groups,Other,2020/21,30.10601,27.57813,32.57813,26.32805,33.90633,,1280,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,No qualification,2020/21,30.07774,29.27312,30.9049,28.76216,31.3417,,12134,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,Another type of qualification,2020/21,34.8755,33.81372,35.9621,33.27994,36.56258,,7494,,,Similar,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,Level 1 and below,2020/21,26.85178,25.32092,28.43389,24.42227,29.26829,,3116,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,Level 2 and equivalent,2020/21,31.13106,30.5854,31.67385,30.32327,31.96121,,27840,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,Level 3 and equivalent,2020/21,30.70732,30.13666,31.27957,29.79701,31.57517,,25026,,,Worse,Not compared,20200000,,,1y
93982,Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method),,,E92000001,England,England,Persons,16+ yrs,Level of education,Level 4 and above,2020/21,39.27611,38.94821,39.6065,38.76488,39.79693,,84009,,,Better,Not compared,20200000,,,1y
